"","Cgigas_KEGGID","time_point","module","KEGGID_pathway","Log_pvalue_adj","Rich_factor","Description","Cvirginica_GeneID","Cvirginica_Protein_name"
"167","crg:105337636","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111100288"," unconventional myosin-VI-like"
"168","crg:105337636","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111100344"," unconventional myosin-VI-like"
"169","crg:105340090","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111120645"," protein Hook homolog 3-like"
"170","crg:105340090","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111121551"," protein Hook homolog 3-like"
"171","crg:105340468","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111135468"," actin, cytoplasmic 1-like"
"172","crg:105340468","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111118647"," actin, cytoplasmic 1-like"
"173","crg:105340468","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111119158"," actin-like"
"174","crg:105340468","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111120142"," actin, cytoplasmic 1-like"
"175","crg:105340468","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111118354"," actin-like"
"176","crg:105340617","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111128085"," kinesin light chain-like"
"177","crg:105340861","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111124577"," kinesin-associated protein 3-like"
"178","crg:105341425","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111129377"," dynein intermediate chain 2, ciliary-like"
"179","crg:105341425","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111129376"," dynein intermediate chain 2, ciliary-like"
"180","crg:105341768","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111129880"," kinesin-like protein KIF6"
"181","crg:105342992","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111112439"," kinesin heavy chain-like"
"182","crg:105343250","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111121055"," kinesin-like protein KIF2A"
"183","crg:105343813","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111118045"," dynein light chain 4, axonemal-like"
"184","crg:105343813","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111121252"," dynein light chain 4, axonemal-like"
"185","crg:105344117","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111136151"," tubulin delta chain-like"
"186","crg:105344718","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111136109"," unconventional myosin-XVIIIa-like"
"187","crg:105344718","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111136524"," unconventional myosin-XVIIIa-like"
"188","crg:105345954","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111118407"," unconventional myosin-XV-like"
"189","crg:105345954","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111118026"," unconventional myosin-XV-like"
"190","crg:105348470","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111127765"," unconventional myosin-Ia-like"
"191","crg:105348470","Day 1","brown","crg04814",2.65,0.29,"Motor proteins","LOC111128885"," unconventional myosin-Ia-like"
