"","Cgigas_KEGGID","time_point","module","KEGGID_pathway","Log_pvalue_adj","Rich_factor","Description","Cvirginica_GeneID","Cvirginica_Protein_name"
"34","crg:105342525","Day 0","blue","crg04137",2.18,0.34,"Mitophagy - animal","LOC111109652"," probable E3 ubiquitin-protein ligase ARI9"
"35","crg:105343010","Day 0","blue","crg04137",2.18,0.34,"Mitophagy - animal","LOC111128831"," hypoxia-inducible factor 1-alpha-like"
"36","crg:105343202","Day 0","blue","crg04137",2.18,0.34,"Mitophagy - animal","LOC111103945"," TBC1 domain family member 15-like"
"37","crg:105343410","Day 0","blue","crg04137",2.18,0.34,"Mitophagy - animal","LOC111130358"," E3 ubiquitin-protein ligase arih1-like"
"38","crg:105344588","Day 0","blue","crg04137",2.18,0.34,"Mitophagy - animal","LOC111135701"," eukaryotic translation initiation factor 2-alpha kinase 3-like"
"39","crg:105345634","Day 0","blue","crg04137",2.18,0.34,"Mitophagy - animal","LOC111127007"," sequestosome-1-like"
"40","crg:105343048","Day 0","blue","crg00400",1.58,0.29,"Phenylalanine, tyrosine and tryptophan biosynthesis","LOC111105201"," protein henna-like"
"41","crg:105343048","Day 0","blue","crg00400",1.58,0.29,"Phenylalanine, tyrosine and tryptophan biosynthesis","LOC111105167"," phenylalanine-4-hydroxylase-like"
"42","crg:105343048","Day 0","blue","crg00400",1.58,0.29,"Phenylalanine, tyrosine and tryptophan biosynthesis","LOC111103021"," phenylalanine-4-hydroxylase-like"
"43","crg:105343048","Day 0","blue","crg00400",1.58,0.29,"Phenylalanine, tyrosine and tryptophan biosynthesis","LOC111103022"," protein henna-like"
"44","crg:105345822","Day 0","blue","crg00400",1.58,0.29,"Phenylalanine, tyrosine and tryptophan biosynthesis","LOC111135147"," tyrosine aminotransferase-like"
"45","crg:105320244","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111103856"," PC3-like endoprotease variant B"
"46","crg:105325544","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111111648"," vacuolar protein sorting-associated protein 4-like"
"47","crg:105328278","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111123211"," CREB-binding protein-like"
"48","crg:105328278","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111105271"," CREB-binding protein-like"
"49","crg:105329853","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111123762"," AF4/FMR2 family member 4-like"
"50","crg:105330254","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111118801"," cyclin-T2-like"
"51","crg:105331688","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111106432"," histone acetyltransferase KAT2B-like"
"52","crg:105331688","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111110601"," histone acetyltransferase KAT2B-like"
"53","crg:105332377","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111125986"," negative elongation factor E-like"
"54","crg:105333706","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111127060"," negative elongation factor B-like"
"55","crg:105340000","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111108190"," protein bicaudal D-like"
"56","crg:105340000","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111106750"," protein bicaudal D-like"
"57","crg:105341883","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111137756"," negative elongation factor A-like"
"58","crg:105346909","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111128997"," furin-like protease kpc-1"
"59","crg:105346909","Day 0","blue","crg03250",1.31,0.19,"Viral life cycle - HIV-1","LOC111105159"," furin-like protease kpc-1"
"60","crg:105330845","Day 0","blue","crg00052",1.47,0.13,"Galactose metabolism","LOC111135700"," hexokinase-2-like"
"61","crg:105339245","Day 0","blue","crg00052",1.47,0.13,"Galactose metabolism","LOC111131530"," aldose 1-epimerase-like"
"62","crg:105346675","Day 0","blue","crg00052",1.47,0.13,"Galactose metabolism","LOC111100475"," hexokinase-2-like"
"63","crg:105343048","Day 0","blue","crg00360",1.58,0.08,"Phenylalanine metabolism","LOC111105201"," protein henna-like"
"64","crg:105343048","Day 0","blue","crg00360",1.58,0.08,"Phenylalanine metabolism","LOC111105167"," phenylalanine-4-hydroxylase-like"
"65","crg:105343048","Day 0","blue","crg00360",1.58,0.08,"Phenylalanine metabolism","LOC111103021"," phenylalanine-4-hydroxylase-like"
"66","crg:105343048","Day 0","blue","crg00360",1.58,0.08,"Phenylalanine metabolism","LOC111103022"," protein henna-like"
"67","crg:105345822","Day 0","blue","crg00360",1.58,0.08,"Phenylalanine metabolism","LOC111135147"," tyrosine aminotransferase-like"
"68","crg:105321000","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111124616"," next to BRCA1 gene 1 protein-like"
"69","crg:105321000","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111124322"," uncharacterized"
"70","crg:105321193","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111116630"," tax1-binding protein 1 homolog"
"71","crg:105321193","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111133771"," tax1-binding protein 1 homolog"
"72","crg:105325397","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111112222"," uncharacterized"
"73","crg:105325397","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111112220"," ras-related protein M-Ras-like"
"74","crg:105325397","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111113268"," ras-related protein M-Ras-like"
"75","crg:105334565","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111128115"," polyubiquitin-C-like"
"76","crg:105335025","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111130707"," anti-apoptotic protein NR13-like"
"77","crg:105335025","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111131320"," anti-apoptotic protein NR13-like"
"78","crg:105339672","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111135148"," E3 ubiquitin-protein ligase MARCH5-like"
"79","crg:105342397","Day 0","brown","crg04137",1.54,0.082,"Mitophagy - animal","LOC111131216"," ubiquitin-40S ribosomal protein S27a"
"80","crg:105320117","Day 0","brown","crg03040",1.54,0.058,"Spliceosome","LOC111137770"," serine/arginine-rich splicing factor 7-like"
"81","crg:105322484","Day 0","brown","crg03040",1.54,0.058,"Spliceosome","LOC111108170"," major heat shock 70 kDa protein Ba-like"
"82","crg:105329185","Day 0","brown","crg03040",1.54,0.058,"Spliceosome","LOC111130416"," SNW domain-containing protein 1-like"
"83","crg:105334527","Day 0","brown","crg03040",1.54,0.058,"Spliceosome","LOC111103801"," cell division cycle 5-like protein"
"84","crg:105339474","Day 0","brown","crg03040",1.54,0.058,"Spliceosome","LOC111126802"," putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16"
"85","crg:105348084","Day 0","brown","crg03040",1.54,0.058,"Spliceosome","LOC111118013"," calcium homeostasis endoplasmic reticulum protein-like"
"86","crg:105322484","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111108170"," major heat shock 70 kDa protein Ba-like"
"87","crg:105325532","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111110461"," caveolin-1-like"
"88","crg:105325532","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111131429"," caveolin-1-like"
"89","crg:105325532","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111115448"," caveolin-1-like"
"90","crg:105325532","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111110759"," caveolin-1-like"
"91","crg:105325532","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111109850"," caveolin-1-like"
"92","crg:105325532","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111110460"," caveolin-1-like"
"93","crg:105326718","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111110870"," ras-related protein Rab-11B-like"
"94","crg:105326718","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111111854"," ras-related protein Rab-11B-like"
"95","crg:105326718","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111112863"," ras-related protein Rab-11B-like"
"96","crg:105326718","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111112961"," ras-related protein Rab-11B-like"
"97","crg:105327432","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111105923"," WASH complex subunit 1-like"
"98","crg:105327432","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111110660"," WASH complex subunit 1-like"
"99","crg:105330715","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111103354"," charged multivesicular body protein 1b-like"
"100","crg:105330715","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111103630"," charged multivesicular body protein 1b-like"
"101","crg:105338306","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111121218"," ADP-ribosylation factor-like"
"102","crg:105338306","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111119543"," ADP-ribosylation factor-like"
"103","crg:105338306","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111119544"," ADP-ribosylation factor-like"
"104","crg:105339937","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111102251"," charged multivesicular body protein 3-like"
"105","crg:105339958","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111100629"," cation-independent mannose-6-phosphate receptor-like"
"106","crg:105339958","Day 0","brown","crg04144",1.74,0.053,"Endocytosis","LOC111100622"," cation-independent mannose-6-phosphate receptor-like"
"107","crg:105325215","Day 0","red","crg00520",1.37,0.034,"Amino sugar and nucleotide sugar metabolism","LOC111121092"," beta-hexosaminidase-like"
"108","crg:105331955","Day 0","red","crg00520",1.37,0.034,"Amino sugar and nucleotide sugar metabolism","LOC111108764"," mannose-1-phosphate guanyltransferase beta-like"
"109","crg:105331955","Day 0","red","crg00520",1.37,0.034,"Amino sugar and nucleotide sugar metabolism","LOC111109888"," mannose-1-phosphate guanyltransferase beta-like"
"110","crg:105340477","Day 0","red","crg00520",1.37,0.034,"Amino sugar and nucleotide sugar metabolism","LOC111104839"," cytochrome b5 reductase 4-like"
"111","crg:105340477","Day 0","red","crg00520",1.37,0.034,"Amino sugar and nucleotide sugar metabolism","LOC111104193"," cytochrome b5 reductase 4-like"
"112","crg:105325947","Day 0","red","crg04814",1.74,0.02,"Motor proteins","LOC111115167"," myosin-2 essential light chain-like"
"113","crg:105325947","Day 0","red","crg04814",1.74,0.02,"Motor proteins","LOC111127825"," myosin-2 essential light chain-like"
"114","crg:105340468","Day 0","red","crg04814",1.74,0.02,"Motor proteins","LOC111119158"," actin-like"
"115","crg:105340468","Day 0","red","crg04814",1.74,0.02,"Motor proteins","LOC111118354"," actin-like"
"116","crg:105340468","Day 0","red","crg04814",1.74,0.02,"Motor proteins","LOC111118647"," actin, cytoplasmic 1-like"
"117","crg:105340468","Day 0","red","crg04814",1.74,0.02,"Motor proteins","LOC111120142"," actin, cytoplasmic 1-like"
"118","crg:105340468","Day 0","red","crg04814",1.74,0.02,"Motor proteins","LOC111135468"," actin, cytoplasmic 1-like"
"119","crg:105317497","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111127323"," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like"
"120","crg:105319941","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111101152"," succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial-like"
"121","crg:105320391","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111130667"," fumarate hydratase, mitochondrial-like"
"122","crg:105322330","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111132960"," fumarate hydratase class I, aerobic-like"
"123","crg:105326107","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111135400"," phosphoenolpyruvate carboxykinase [GTP]-like"
"124","crg:105326324","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111101642"," succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial-like"
"125","crg:105326362","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111128990"," pyruvate carboxylase, mitochondrial-like"
"126","crg:105326362","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111128687"," pyruvate carboxylase, mitochondrial-like"
"127","crg:105326646","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111131515"," isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial-like"
"128","crg:105326646","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111128143"," isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial-like"
"129","crg:105328773","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111105866"," succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial-like"
"130","crg:105328773","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111105925"," succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial-like"
"131","crg:105328869","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111111213"," citrate synthase, mitochondrial-like"
"132","crg:105330227","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111101916"," isocitrate dehydrogenase [NADP] cytoplasmic-like"
"133","crg:105331349","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111099658"," pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like"
"134","crg:105331349","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111099655"," probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial"
"135","crg:105331349","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111099657"," pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like"
"136","crg:105332143","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111127095"," succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like"
"137","crg:105333137","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111136621"," malate dehydrogenase, mitochondrial-like"
"138","crg:105334026","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111118600"," 2-oxoglutarate dehydrogenase, mitochondrial-like"
"139","crg:105334926","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111123350"," isocitrate dehydrogenase [NAD] subunit beta, mitochondrial-like"
"140","crg:105334926","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111125610"," isocitrate dehydrogenase [NAD] subunit beta, mitochondrial-like"
"141","crg:105335901","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111103886"," ATP-citrate synthase-like"
"142","crg:105338659","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111132318"," putative succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
"143","crg:105338756","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111107273"," pyruvate dehydrogenase E1 component subunit beta, mitochondrial-like"
"144","crg:105339502","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111109254"," dihydrolipoyl dehydrogenase, mitochondrial-like"
"145","crg:105339502","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111108359"," dihydrolipoyl dehydrogenase, mitochondrial-like"
"146","crg:105343391","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111103250"," isocitrate dehydrogenase [NADP], mitochondrial-like"
"147","crg:105343888","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111129934"," malate dehydrogenase, cytoplasmic-like"
"148","crg:105345932","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111131212"," dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial-like"
"149","crg:105349203","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111109973"," isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like"
"150","crg:105349203","Day 0","turquoise","crg00020",5.32,0.83,"Citrate cycle (TCA cycle)","LOC111110280"," isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like"
"151","crg:105318507","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111121118"," lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial-like"
"152","crg:105319440","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111131355"," replication factor C subunit 1-like"
"153","crg:105319440","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111108767"," replication factor C subunit 1-like"
"154","crg:105320064","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111127947"," 3-ketoacyl-CoA thiolase, mitochondrial-like"
"155","crg:105320389","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111130346"," DNA polymerase delta subunit 2-like"
"156","crg:105321895","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111124193"," medium-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
"157","crg:105322124","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111137273"," flap endonuclease 1-like"
"158","crg:105322395","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111112959"," DNA polymerase delta catalytic subunit-like"
"159","crg:105323160","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111114899"," methylmalonyl-CoA mutase, mitochondrial-like"
"160","crg:105324487","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111128123"," methylmalonyl-CoA epimerase, mitochondrial-like"
"161","crg:105326193","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111112920"," 4-trimethylaminobutyraldehyde dehydrogenase-like"
"162","crg:105326193","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111115614"," 4-trimethylaminobutyraldehyde dehydrogenase-like"
"163","crg:105326289","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111129319"," 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial-like"
"164","crg:105326850","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111103623"," zygotic DNA replication licensing factor mcm6-B-like"
"165","crg:105327779","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111116092"," hydroxymethylglutaryl-CoA lyase, mitochondrial-like"
"166","crg:105328096","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111111207"," methylcrotonoyl-CoA carboxylase beta chain, mitochondrial-like"
"167","crg:105328225","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111104314"," isobutyryl-CoA dehydrogenase, mitochondrial-like"
"168","crg:105328225","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111108792"," isobutyryl-CoA dehydrogenase, mitochondrial-like"
"169","crg:105328709","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111125562"," DNA polymerase epsilon catalytic subunit A-like"
"170","crg:105328785","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111105728"," DNA replication licensing factor mcm2-like"
"171","crg:105328785","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111109564"," DNA replication licensing factor mcm2-like"
"172","crg:105328951","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111106209"," acetoacetyl-CoA synthetase-like"
"173","crg:105328951","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111109449"," acetoacetyl-CoA synthetase-like"
"174","crg:105329007","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111101286"," short/branched chain specific acyl-CoA dehydrogenase, mitochondrial-like"
"175","crg:105329204","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111134559"," propionyl-CoA carboxylase beta chain, mitochondrial-like"
"176","crg:105330479","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111100562"," propionyl-CoA carboxylase alpha chain, mitochondrial-like"
"177","crg:105331957","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111106568"," 4-aminobutyrate aminotransferase, mitochondrial-like"
"178","crg:105331957","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111109618"," 4-aminobutyrate aminotransferase, mitochondrial-like"
"179","crg:105332020","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111137687"," replication factor C subunit 5-like"
"180","crg:105332278","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111118132"," 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like"
"181","crg:105332278","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111116870"," 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like"
"182","crg:105332648","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111132235"," DNA replication ATP-dependent helicase/nuclease DNA2-like"
"183","crg:105332688","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111135799"," replication factor C subunit 4-like"
"184","crg:105334100","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111121347"," DNA primase large subunit-like"
"185","crg:105334100","Day 0","turquoise","crg03030",2.18,0.79,"DNA replication","LOC111122245"," DNA primase large subunit-like"
"186","crg:105334265","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111119588"," succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial-like"
"187","crg:105334265","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111119623"," succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial-like"
"188","crg:105334265","Day 0","turquoise","crg00280",2.28,0.79,"Valine, leucine and isoleucine degradation","LOC111120428"," succinyl-CoA:3-ketoacid coenzyme A transferase 2A, mitochondrial-like"
