"","Cgigas_KEGGID","time_point","module","KEGGID_pathway","Log_pvalue_adj","Rich_factor","Description","Cvirginica_GeneID","Cvirginica_Protein_name"
"23","crg:105320190","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111135079"," phosphoinositide 3-kinase regulatory subunit 4-like"
"24","crg:105320687","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111132058"," autophagy-related protein 16-1-like"
"25","crg:105320700","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111115682"," autophagy-related protein 9A-like"
"26","crg:105320700","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111114705"," autophagy-related protein 9A-like"
"27","crg:105322922","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111123262"," autophagy-related protein 13-like"
"28","crg:105329824","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111125798"," beclin-1-like"
"29","crg:105329824","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111127325"," beclin-1-like"
"30","crg:105331926","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111134873"," gamma-aminobutyric acid receptor-associated protein-like 2"
"31","crg:105334768","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111102871"," autophagy protein 5-like"
"32","crg:105335109","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111119642"," ubiquitin-like-conjugating enzyme ATG10"
"33","crg:105336676","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111120188"," uncharacterized"
"34","crg:105338320","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111120776"," target of rapamycin complex subunit lst8-like"
"35","crg:105338878","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111128047"," autophagy-related protein 2 homolog B-like"
"36","crg:105338878","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111128059"," autophagy-related protein 2 homolog B-like"
"37","crg:105339849","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111119147"," WD repeat domain phosphoinositide-interacting protein 2-like"
"38","crg:105339849","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111119146"," protein PFC0760c-like"
"39","crg:105341231","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111119993"," serine/threonine-protein phosphatase 2A catalytic subunit beta isoform"
"40","crg:105341231","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111119270"," serine/threonine-protein phosphatase 2A catalytic subunit beta isoform"
"41","crg:105342150","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111122717"," autophagy-related protein 101-like"
"42","crg:105343707","Day 0","blue","crg04136",5.24,0.61,"Autophagy - other","LOC111099101"," serine/threonine-protein kinase unc-51-like"
"43","crg:105318437","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111125442"," myotubularin-related protein 6-like"
"44","crg:105321057","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111124953"," phosphatidylinositol 4-phosphate 5-kinase-like protein 1"
"45","crg:105321057","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111124952"," phosphatidylinositol 4-phosphate 5-kinase-like protein 1"
"46","crg:105321837","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111135154"," myotubularin-related protein 3-like"
"47","crg:105329464","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111120505"," inositol polyphosphate multikinase-like"
"48","crg:105329971","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111136051"," phosphatidylinositol 4-kinase alpha-like"
"49","crg:105331084","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111100148"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1-like"
"50","crg:105331286","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111119254"," phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN-like"
"51","crg:105331671","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111126336"," 72 kDa inositol polyphosphate 5-phosphatase-like"
"52","crg:105334177","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111114942"," phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like"
"53","crg:105334177","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111112578"," phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like"
"54","crg:105334177","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111114943"," phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like"
"55","crg:105335845","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111125100"," inositol-trisphosphate 3-kinase homolog"
"56","crg:105335996","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111100314"," type I inositol 1,4,5-trisphosphate 5-phosphatase-like"
"57","crg:105336889","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111129055"," inositol-trisphosphate 3-kinase B-like"
"58","crg:105337850","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111130239"," inositol-tetrakisphosphate 1-kinase-like"
"59","crg:105338399","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111138290"," CDP-diacylglycerol--inositol 3-phosphatidyltransferase-like"
"60","crg:105341855","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111101137"," phosphatidylinositol 4-kinase beta-like"
"61","crg:105341855","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111124467"," phosphatidylinositol 4-kinase beta-like"
"62","crg:105343409","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111128349"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like"
"63","crg:105346575","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111135557"," phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like"
"64","crg:105347500","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111114173"," uncharacterized"
"65","crg:105348463","Day 0","blue","crg00562",3.35,0.42,"Inositol phosphate metabolism","LOC111127219"," myotubularin-related protein 2-like"
"66","crg:105318403","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111118945"," RB1-inducible coiled-coil protein 1-like"
"67","crg:105318588","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111107048"," serine/threonine-protein kinase TBK1-like"
"68","crg:105318591","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111107200"," serine/threonine-protein kinase TBK1-like"
"69","crg:105318708","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111138066"," cysteine protease ATG4B-like"
"70","crg:105319833","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111131691"," microtubule-associated proteins 1A/1B light chain 3C-like"
"71","crg:105319833","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111131738"," microtubule-associated proteins 1A/1B light chain 3C-like"
"72","crg:105320190","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111132433"," phosphoinositide 3-kinase regulatory subunit 4-like"
"73","crg:105320190","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111135071"," phosphoinositide 3-kinase regulatory subunit 4-like"
"74","crg:105320190","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111135079"," phosphoinositide 3-kinase regulatory subunit 4-like"
"75","crg:105320687","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111132058"," autophagy-related protein 16-1-like"
"76","crg:105320700","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111115682"," autophagy-related protein 9A-like"
"77","crg:105320700","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111114705"," autophagy-related protein 9A-like"
"78","crg:105321000","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111124616"," next to BRCA1 gene 1 protein-like"
"79","crg:105321000","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111124322"," uncharacterized"
"80","crg:105321014","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111120876"," serine/threonine-protein kinase/endoribonuclease IRE1-like"
"81","crg:105321193","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111133771"," tax1-binding protein 1 homolog"
"82","crg:105321193","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111116630"," tax1-binding protein 1 homolog"
"83","crg:105321629","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111118072"," phosphatidylinositol 3-kinase regulatory subunit alpha-like"
"84","crg:105321837","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111135154"," myotubularin-related protein 3-like"
"85","crg:105322496","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111136972"," run domain Beclin-1-interacting and cysteine-rich domain-containing protein-like"
"86","crg:105322922","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111123262"," autophagy-related protein 13-like"
"87","crg:105322995","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111101201"," synaptobrevin homolog YKT6-like"
"88","crg:105323825","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111130633"," guanine nucleotide exchange protein SMCR8-like"
"89","crg:105325397","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111112220"," ras-related protein M-Ras-like"
"90","crg:105325397","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111113268"," ras-related protein M-Ras-like"
"91","crg:105325397","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111112222"," uncharacterized"
"92","crg:105327489","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111129958"," ras-related protein Rab-1A"
"93","crg:105327489","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111130227"," ras-related protein Rab-1A"
"94","crg:105329824","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111125798"," beclin-1-like"
"95","crg:105329824","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111127325"," beclin-1-like"
"96","crg:105331286","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111119254"," phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN-like"
"97","crg:105331926","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111134873"," gamma-aminobutyric acid receptor-associated protein-like 2"
"98","crg:105332318","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111103778"," mitogen-activated protein kinase kinase kinase 7-like"
"99","crg:105332318","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111103827"," mitogen-activated protein kinase kinase kinase 7-like"
"100","crg:105333888","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111107462"," protein kinase C delta type-like"
"101","crg:105333888","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111107852"," protein kinase C delta type-like"
"102","crg:105334418","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111135362"," mitogen-activated protein kinase 1-like"
"103","crg:105334740","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111129365"," baculoviral IAP repeat-containing protein 6-like"
"104","crg:105334740","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111130310"," baculoviral IAP repeat-containing protein 6-like"
"105","crg:105334768","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111102871"," autophagy protein 5-like"
"106","crg:105334889","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111107335"," ectopic P granules protein 5 homolog"
"107","crg:105334889","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111107336"," ectopic P granules protein 5 homolog"
"108","crg:105335025","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111130707"," anti-apoptotic protein NR13-like"
"109","crg:105335025","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111131320"," anti-apoptotic protein NR13-like"
"110","crg:105335109","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111119642"," ubiquitin-like-conjugating enzyme ATG10"
"111","crg:105335164","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111120488"," DEP domain-containing mTOR-interacting protein-like"
"112","crg:105336676","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111120188"," uncharacterized"
"113","crg:105336892","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111129477"," RAC-beta serine/threonine-protein kinase-like"
"114","crg:105336892","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111130270"," uncharacterized"
"115","crg:105336892","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111130266"," RAC-gamma serine/threonine-protein kinase-like"
"116","crg:105337064","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111105279"," ras-related protein Rab-39B-like"
"117","crg:105337064","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111105485"," ras-related protein Rab-39B-like"
"118","crg:105338320","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111120776"," target of rapamycin complex subunit lst8-like"
"119","crg:105338358","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111113160"," vacuolar protein sorting-associated protein 11 homolog"
"120","crg:105338600","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111125870"," transcription factor SPT20 homolog"
"121","crg:105338680","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111125079"," putative Ras-related protein Rab-33"
"122","crg:105338878","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111128047"," autophagy-related protein 2 homolog B-like"
"123","crg:105338878","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111128059"," autophagy-related protein 2 homolog B-like"
"124","crg:105339849","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111119147"," WD repeat domain phosphoinositide-interacting protein 2-like"
"125","crg:105339849","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111119146"," protein PFC0760c-like"
"126","crg:105340989","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111134642"," BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like"
"127","crg:105341231","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111119993"," serine/threonine-protein phosphatase 2A catalytic subunit beta isoform"
"128","crg:105341231","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111119270"," serine/threonine-protein phosphatase 2A catalytic subunit beta isoform"
"129","crg:105341321","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111121839"," 5'-AMP-activated protein kinase catalytic subunit alpha-2-like"
"130","crg:105342014","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111136265"," GTPase HRas"
"131","crg:105342150","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111122717"," autophagy-related protein 101-like"
"132","crg:105342662","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111117013"," insulin receptor substrate 1-B-like"
"133","crg:105342791","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111111169"," zinc finger FYVE domain-containing protein 1-like"
"134","crg:105343010","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111128831"," hypoxia-inducible factor 1-alpha-like"
"135","crg:105343707","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111099101"," serine/threonine-protein kinase unc-51-like"
"136","crg:105344371","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111127926"," beclin 1-associated autophagy-related key regulator-like"
"137","crg:105344588","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111135701"," eukaryotic translation initiation factor 2-alpha kinase 3-like"
"138","crg:105345634","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111127007"," sequestosome-1-like"
"139","crg:105346575","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111135557"," phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like"
"140","crg:105347054","Day 0","blue","crg04140",10,0.41,"Autophagy - animal","LOC111119828"," WD repeat domain phosphoinositide-interacting protein 4-like"
"141","crg:105319741","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111126875"," tyrosine-protein kinase transmembrane receptor Ror-like"
"142","crg:105321105","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111135719"," ras-like GTP-binding protein rhoA"
"143","crg:105321198","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111114913"," catenin delta-2-like"
"144","crg:105321198","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111116519"," catenin delta-2-like"
"145","crg:105322000","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111104319"," palmitoleoyl-protein carboxylesterase NOTUM-like"
"146","crg:105322000","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111105394"," palmitoleoyl-protein carboxylesterase notum1-like"
"147","crg:105322045","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111106190"," wnt inhibitory factor 1-like"
"148","crg:105322045","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111106126"," wnt inhibitory factor 1-like"
"149","crg:105323165","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111111223"," adenomatous polyposis coli protein-like"
"150","crg:105323165","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111113551"," putative uncharacterized protein DDB_G0271982"
"151","crg:105323165","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111115638"," adenomatous polyposis coli protein-like"
"152","crg:105323305","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111108394"," protein Wnt-5b-like"
"153","crg:105324971","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111133687"," segment polarity protein dishevelled homolog DVL-3-like"
"154","crg:105324984","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111105569"," leucine-rich repeat-containing G-protein coupled receptor 5-like"
"155","crg:105324984","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111104770"," leucine-rich repeat-containing G-protein coupled receptor 5-like"
"156","crg:105325013","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111124875"," frizzled-2-like"
"157","crg:105326975","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111134796"," leucine zipper putative tumor suppressor 2 homolog"
"158","crg:105328278","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111123211"," CREB-binding protein-like"
"159","crg:105328278","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111105271"," CREB-binding protein-like"
"160","crg:105328476","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111131096"," rac-like GTP-binding protein ARAC7"
"161","crg:105329818","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111118586"," protein pangolin, isoforms A/H/I/S-like"
"162","crg:105332042","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111136847"," protein APCDD1-like"
"163","crg:105332318","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111103778"," mitogen-activated protein kinase kinase kinase 7-like"
"164","crg:105332318","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111103827"," mitogen-activated protein kinase kinase kinase 7-like"
"165","crg:105333108","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111128186"," cdc42 homolog"
"166","crg:105334024","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111119203"," axin-1-like"
"167","crg:105334062","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111103593"," frizzled-4-like"
"168","crg:105335066","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111120676"," calcium-dependent protein kinase C-like"
"169","crg:105337984","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111112841"," mothers against decapentaplegic homolog 3-like"
"170","crg:105337984","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111112940"," mothers against decapentaplegic homolog 3-like"
"171","crg:105337984","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111113533"," mothers against decapentaplegic homolog 2-like"
"172","crg:105337984","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111113532"," mothers against decapentaplegic homolog 3-like"
"173","crg:105337984","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111113534"," mothers against decapentaplegic homolog 2-like"
"174","crg:105337984","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111113528"," mothers against decapentaplegic homolog 3-like"
"175","crg:105340175","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111106516"," protein Wnt-2b-A-like"
"176","crg:105341116","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111120874"," serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform-like"
"177","crg:105341513","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111136912"," casein kinase I-like"
"178","crg:105341654","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111120138"," transcription factor AP-1-like"
"179","crg:105341767","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111129877"," disheveled-associated activator of morphogenesis 1-A-like"
"180","crg:105342278","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111117044"," colorectal mutant cancer protein-like"
"181","crg:105343409","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111128349"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like"
"182","crg:105343871","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111112989"," BMP and activin membrane-bound inhibitor homolog"
"183","crg:105345605","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111134568"," protein naked cuticle homolog 2-like"
"184","crg:105346012","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111124929"," glycogen synthase kinase-3 beta-like"
"185","crg:105346012","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111125073"," glycogen synthase kinase-3 beta-like"
"186","crg:105346960","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111115598"," protein Wnt-5b-like"
"187","crg:105347794","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111126651"," protein Wnt-9a-like"
"188","crg:105347806","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111126616"," leucine-rich repeat-containing G-protein coupled receptor 4-like"
"189","crg:105348240","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111126881"," protein Wnt-10b-like"
"190","crg:105348242","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111127135"," protein Wnt-1-like"
"191","crg:105348704","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111115059"," low-density lipoprotein receptor-related protein 6-like"
"192","crg:105349031","Day 0","blue","crg04310",4.9,0.36,"Wnt signaling pathway","LOC111135857"," F-box/WD repeat-containing protein 1A-like"
"193","crg:105318331","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111136845"," rab5 GDP/GTP exchange factor-like"
"194","crg:105318588","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111107048"," serine/threonine-protein kinase TBK1-like"
"195","crg:105318591","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111107200"," serine/threonine-protein kinase TBK1-like"
"196","crg:105318783","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111100287"," forkhead box protein O-like"
"197","crg:105318783","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111100101"," forkhead box protein O-like"
"198","crg:105319044","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111130067"," putative transcription factor p65 homolog"
"199","crg:105319833","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111131691"," microtubule-associated proteins 1A/1B light chain 3C-like"
"200","crg:105319833","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111131738"," microtubule-associated proteins 1A/1B light chain 3C-like"
"201","crg:105320604","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111135467"," serine/threonine-protein kinase PINK1, mitochondrial-like"
